rank,title,studio,gross,year
3068,The Replacement Killers,Sony,"$19,204,929",1998
3069,The Secret World of Arrietty,BV,"$19,202,743",2012
3070,Beerfest,WB,"$19,185,184",2006
3071,Martin Lawrence Live: Runteldat,Par.,"$19,184,820",2002
3072,Two Brothers,Uni.,"$19,176,754",2004
3073,Friday the 13th Part VII,Par.,"$19,170,001",1988
3074,Jonas Brothers: The 3D Concert Experience,BV,"$19,162,740",2009
3075,Tuck Everlasting,BV,"$19,161,999",2002
3076,Mother (1996),Par.,"$19,145,198",1996
3077,Blaze,BV,"$19,131,246",1989
3078,The Bad News Bears in Breaking Training,Par.,"$19,104,350",1977
3079,Georgia Rule,Uni.,"$19,103,072",2007
3080,Hart's War,MGM,"$19,077,641",2002
3081,Johnny Mnemonic,Sony,"$19,075,720",1995
3082,"I, Frankenstein",LGF,"$19,075,290",2014
3083,Waitress,FoxS,"$19,074,800",2007
3084,Remember Me,Sum.,"$19,068,240",2010
3085,Bugs! (IMAX),SK,"$19,063,544",2003
3086,Mommie Dearest,Par.,"$19,032,261",1981
3087,Bed of Roses,NL,"$19,030,691",1996
3088,The Impossible,LG/S,"$19,019,882",2012
3089,Beneath the Planet of the Apes,Fox,"$18,999,718",1970
3090,Sniper,TriS,"$18,994,653",1993
3091,Rollerball,MGM,"$18,990,798",2002
3092,The Octagon,AmCi,"$18,971,000",1980
3093,Haywire,Rela.,"$18,942,396",2012
3094,Kazaam,BV,"$18,937,262",1996
3095,Cocoon: The Return,Fox,"$18,924,919",1988
3096,The Odd Couple II,Par.,"$18,912,328",1998
3097,Untamed Heart,MGM,"$18,898,806",1993
3098,Shark Night 3D,Rela.,"$18,877,153",2011
3099,The Seventh Sign,TriS,"$18,875,011",1988
3100,Above the Law,WB,"$18,869,631",1988
3101,Getting Even With Dad,MGM,"$18,869,594",1994
3102,The Legend of Hercules,LG/S,"$18,848,538",2014
3103,Akeelah and the Bee,LGF,"$18,848,430",2006
3104,The Marine,Fox,"$18,844,784",2006
3105,Paternity,Par.,"$18,838,812",1981
3106,Under the Rainbow,WB,"$18,826,490",1981
3107,Into the Blue,Sony,"$18,801,234",2005
3108,Thrill Ride (IMAX),SPC,"$18,798,590",1997
3109,Mortal Thoughts,Col.,"$18,784,957",1991
3110,Suspect,TriS,"$18,782,400",1987
3111,The Upside of Anger,NL,"$18,761,993",2005
3112,The Believers,Orion,"$18,753,438",1987
3113,Best in Show,WB,"$18,715,392",2000
3114,Year of the Dragon,MGM,"$18,707,466",1985
3115,Her Alibi,WB,"$18,699,037",1989
3116,Casualties of War,Col.,"$18,671,317",1989
3117,Becoming Jane,Mira.,"$18,670,946",2007
3118,Anywhere But Here,Fox,"$18,670,401",1999
3119,The Ninth Gate,Art.,"$18,661,336",2000
3120,Michael Jordan to the Max (IMAX),Imax,"$18,650,521",2000
3121,Blame It on Rio,Fox,"$18,644,570",1984
3122,The Quick and the Dead,Sony,"$18,636,537",1995
3123,Geronimo: An American Legend,Col.,"$18,635,620",1993
3124,Paradise (1991),BV,"$18,634,643",1991
3125,The Fan,Sony,"$18,626,419",1996
3126,Frost/Nixon,Uni.,"$18,622,031",2008
3127,Man on a Ledge,LG/S,"$18,620,000",2012
3128,Alice Doesn't Live Here Anymore,WB,"$18,600,000",1974
3129,Aquamarine,Fox,"$18,597,342",2006
3130,Prancer,Orion,"$18,587,135",1989
3131,Flight of the Navigator,BV,"$18,564,613",1986
3132,Some Kind of Wonderful,Par.,"$18,553,948",1987
3133,An Ideal Husband,Mira.,"$18,542,974",1999
3134,Ultraviolet,SGem,"$18,535,812",2006
3135,Project X (1987),Fox,"$18,532,286",1987
3136,You're Next,LGF,"$18,494,006",2013
3137,Super Troopers,FoxS,"$18,492,362",2002
3138,Singles,WB,"$18,471,850",1992
3139,The Invention of Lying,WB,"$18,451,251",2009
3140,A Thousand Words,P/DW,"$18,450,127",2012
3141,Ladyhawke,WB,"$18,432,000",1985
3142,The Fabulous Baker Boys,Fox,"$18,428,904",1989
3143,Quartet,Wein.,"$18,390,117",2013
3144,Prophecy,Par.,"$18,389,402",1979
3145,Into the Wild,ParV,"$18,354,356",2007
3146,Sleeper,UA,"$18,344,729",1973
3147,North Country,WB,"$18,337,722",2005
3148,127 Hours,FoxS,"$18,335,230",2010
3149,Babe: Pig in the City,Uni.,"$18,319,860",1998
3150,Galapagos (IMAX),Imax,"$18,319,824",1999
3151,Walk Hard: The Dewey Cox Story,Sony,"$18,317,151",2007
3152,The Four Feathers,Par.,"$18,306,166",2002
3153,Fright Night (2011),BV,"$18,302,607",2011
3154,That Darn Cat,BV,"$18,301,610",1997
3155,Posse,Gram.,"$18,289,763",1993
3156,Love Affair,WB,"$18,272,894",1994
3157,Crimes and Misdemeanors,Orion,"$18,254,702",1989
3158,Simon Birch,BV,"$18,253,415",1998
3159,Harold and Kumar Go to White Castle,NL,"$18,250,550",2004
3160,The Last Castle,DW,"$18,244,060",2001
3161,Sugar Hill,Fox,"$18,225,518",1994
3162,Next,Par.,"$18,211,013",2007
3163,Dead Men Don't Wear Plaid,Uni.,"$18,196,170",1982
3164,The Glass House,Sony,"$18,150,259",2001
3165,Milk Money,Par.,"$18,137,661",1994
3166,The Sure Thing,MGM,"$18,135,531",1985
3167,Chernobyl Diaries,WB,"$18,119,640",2012
3168,Last Man Standing,NL,"$18,115,927",1996
3169,Duck Tales: The Movie,BV,"$18,115,724",1990
3170,Pooh's Heffalump Movie,BV,"$18,098,433",2005
3171,Wes Craven's New Nightmare,NL,"$18,090,181",1994
3172,"Jo Jo Dancer, Your Life is Calling",Col.,"$18,034,150",1986
3173,"Everything You Always Wanted to Know About Sex, But Were Afraid to Ask",UA,"$18,016,290",1972
3174,Admission,Focus,"$18,007,317",2013
3175,The Aristocats (Re-issue) (1980),BV,"$18,000,000",1980
3176,Herbie Goes Bananas,BV,"$18,000,000",1980^
3177,The Howling,Emb,"$17,985,893",1981
3178,Used People,Fox,"$17,957,265",1992
3179,CB4,Uni.,"$17,953,778",1993
3180,Born Yesterday,BV,"$17,952,857",1993
3181,The Crow: City of Angels,Mira.,"$17,917,287",1996
3182,The Contender,DW,"$17,872,723",2000
3183,Laws of Attraction,NL,"$17,871,255",2004
3184,For the Boys,Fox,"$17,860,280",1991
3185,Sibling Rivalry,Col.,"$17,854,933",1990
3186,Drive Me Crazy,Fox,"$17,845,337",1999
3187,Punch-Drunk Love,SonR,"$17,844,216",2002
3188,Honeysuckle Rose,WB,"$17,815,212",1980
3189,School for Scoundrels,MGM/W,"$17,807,569",2006
3190,Going the Distance,WB (NL),"$17,804,299",2010
3191,A Mighty Wind,WB,"$17,781,006",2003
3192,Bears,BV,"$17,780,194",2014
3193,Eurotrip,DW,"$17,771,387",2004
3194,The Delta Force,Can.,"$17,768,900",1986
3195,Halloween 4: The Return of Michael Myers,Gal.,"$17,768,757",1988
3196,The Rage: Carrie 2,MGM,"$17,762,705",1999
3197,The Perks of Being a Wallflower,LG/S,"$17,742,948",2012
3198,The Big Green,BV,"$17,736,619",1995
3199,For the Love of Benji,Fox,"$17,732,000",1977
3200,Heavyweights,BV,"$17,689,177",1995
3201,Apollo 18,W/Dim.,"$17,687,709",2011
3202,The Big Easy,Col.,"$17,685,307",1987
3203,My Baby's Daddy,Mira.,"$17,669,317",2004
3204,Kit Kittredge: An American Girl,PicH,"$17,657,973",2008
3205,Nebraska,Par.,"$17,654,912",2013
3206,Frantic,WB,"$17,637,950",1988
3207,Furry Vengeance,Sum.,"$17,630,465",2010
3208,The Postman,WB,"$17,626,234",1997
3209,Parker,FD,"$17,616,641",2013
3210,Max Dugan Returns,Fox,"$17,613,720",1983
3211,Hostel Part II,LGF,"$17,609,452",2007
3212,The Last King of Scotland,FoxS,"$17,606,684",2006
3213,Empire,Uni.,"$17,600,423",2002
3214,Eye of the Needle,MGM,"$17,583,634",1981
3215,Deliver Us from Eva,Focus,"$17,573,594",2003
3216,Take This Job and Shove It,Emb,"$17,569,027",1981
3217,Enough Said,FoxS,"$17,550,872",2013
3218,Johnny Be Good,Orion,"$17,550,399",1988
3219,Invasion U.S.A.,Can.,"$17,536,256",1985
3220,The Babe,Uni.,"$17,530,973",1992
3221,Silent Hill: Revelation 3D,ORF,"$17,529,157",2012
3222,Home for the Holidays,Par.,"$17,519,169",1995
3223,Disturbing Behavior,MGM,"$17,514,980",1998
3224,For Keeps,TriS,"$17,514,553",1988
3225,Lassiter,WB,"$17,513,452",1984
3226,Notes on a Scandal,FoxS,"$17,510,118",2006
3227,Angel,NW,"$17,488,564",1984
3228,White Palace,Uni.,"$17,487,531",1990
3229,Red Planet,WB,"$17,480,890",2000
3230,Half Baked,Uni.,"$17,460,020",1998
3231,The Aristocats (Re-issue) (1987),BV,"$17,452,658",1987
3232,The Big Lebowski,Gram.,"$17,451,873",1998
3233,Wanderlust,Uni.,"$17,450,535",2012
3234,The Ruins,P/DW,"$17,432,844",2008
3235,Dark Skies,W/Dim.,"$17,418,667",2013
3236,Addicted,LGF,"$17,384,100",2014
3237,Murder in the First,WB,"$17,381,942",1995
3238,Roll Bounce,FoxS,"$17,380,866",2005
3239,Extreme Measures,Sony,"$17,380,126",1996
3240,Outland,WB,"$17,374,595",1981
3241,The Neverending Story II,WB,"$17,373,527",1991
3242,My Girl 2,Col.,"$17,359,799",1994
3243,Born in East L.A.,Uni.,"$17,355,263",1987
3244,Valley Girl,Atl,"$17,343,596",1983
3245,Masters of the Universe,Can.,"$17,336,370",1987
3246,A Haunted House 2,ORF,"$17,329,486",2014
3247,Just My Luck,Fox,"$17,326,650",2006
3248,The Phantom,Par.,"$17,323,326",1996
3249,Eight Legged Freaks,WB,"$17,322,606",2002
3250,Miracle on 34th Street (1994),Fox,"$17,320,136",1994
3251,To Live and Die in L.A.,MGM,"$17,307,019",1985
3252,Inkheart,WB (NL),"$17,303,424",2009
3253,Max Keeble's Big Move,BV,"$17,294,293",2001
3254,A Bronx Tale,Sav.,"$17,287,898",1993
3255,Small Time Crooks,DW,"$17,266,359",2000
3256,Eastern Promises,Focus,"$17,266,000",2007
3257,A Most Wanted Man,RAtt.,"$17,237,855",2014
3258,Birdman,FoxS,"$17,237,400",2014
3259,All the Right Moves,Fox,"$17,233,166",1983
3260,Fired Up,SGem,"$17,231,291",2009
3261,Hudson Hawk,TriS,"$17,218,080",1991
3262,The Mission,WB,"$17,218,023",1986
3263,88 Minutes,Sony,"$17,213,467",2008
3264,Center Stage,Sony,"$17,200,925",2000
3265,Fled,MGM,"$17,193,231",1996
3266,Angel Heart,TriS,"$17,185,632",1987
3267,Sidekicks,Triu,"$17,180,393",1993
3268,Safe (2012),LGF,"$17,142,080",2012
3269,The Falcon and the Snowman,Orion,"$17,130,087",1985
3270,Freejack,WB,"$17,129,026",1992
3271,Annapolis,BV,"$17,127,992",2006
3272,Johnny Dangerously,Fox,"$17,124,395",1984
3273,Kung Fu Hustle,SPC,"$17,108,591",2005
3274,Rushmore,BV,"$17,105,219",1998
3275,Diabolique (1996),WB,"$17,100,266",1996
3276,Pet Sematary II,Par.,"$17,092,453",1992
3277,Seed of Chucky,Rog.,"$17,083,732",2004
3278,Firestarter,Uni.,"$17,080,167",1984
3279,Win a Date with Tad Hamilton!,DW,"$17,071,962",2004
3280,Pokemon 3: The Movie,WB,"$17,052,128",2001
3281,The Devil's Rejects,Lions,"$17,044,981",2005
3282,Ghosts of the Abyss (IMAX & 35mm),BV,"$17,040,871",2003
3283,The Guardian (1990),Uni.,"$17,037,887",1990
3284,Son of the Mask,NL,"$17,018,422",2005
3285,The Hurt Locker,Sum.,"$17,017,811",2009
3286,Jury Duty,Sony,"$17,014,653",1995
3287,Splice,WB,"$17,010,170",2010
3288,Rock Star,WB,"$17,008,282",2001
3289,Kiss of the Spider Woman,IsAl,"$17,005,229",1985
3290,Wimbledon,Uni.,"$17,001,133",2004
3291,The Country Bears,BV,"$16,990,825",2002
3292,The Counselor,Fox,"$16,973,715",2013
3293,Boiler Room,NL,"$16,970,581",2000
3294,Go,Sony,"$16,943,454",1999
3295,crazy/beautiful,BV,"$16,937,988",2001
3296,Serving Sara,Par.,"$16,930,185",2002
3297,The Thing (2011),Uni.,"$16,928,670",2011
3298,The War,Uni.,"$16,928,556",1994
3299,The One and Only,Par.,"$16,928,137",1978
3300,Zapped!,Emb,"$16,897,768",1982
3301,They Call Me Bruce,FVI,"$16,894,678",1982
3302,Death Warrant,MGM,"$16,853,487",1990
3303,Baby's Day Out,Fox,"$16,827,402",1994
3304,Lightning Jack,Sav.,"$16,821,273",1994
3305,Andre,Par.,"$16,820,893",1994
3306,Lost Souls,NL,"$16,815,253",2000
3307,Dead Silence,Uni.,"$16,809,076",2007
3308,Rebound,Fox,"$16,809,014",2005
3309,Bringing Out the Dead,Par.,"$16,797,191",1999
3310,The Motorcycle Diaries,Focus,"$16,781,387",2004
3311,The Frighteners,Uni.,"$16,759,216",1996
3312,54,Mira.,"$16,757,163",1998
3313,New in Town,LGF,"$16,734,283",2009
3314,Catch That Kid,Fox,"$16,703,799",2004
3315,Blink,NL,"$16,696,219",1994
3316,To Rome with Love,SPC,"$16,685,867",2012
3317,Tremors,Uni.,"$16,667,084",1990
3318,Rough Cut,Par.,"$16,656,125",1980
3319,Unaccompanied Minors,WB,"$16,655,224",2006
3320,True Crime,WB,"$16,649,768",1999
3321,The Final Countdown,MGM,"$16,647,800",1980
3322,Deep Cover,NL,"$16,639,799",1992
3323,Muppets from Space,Sony,"$16,625,807",1999
3324,Buffy the Vampire Slayer,Fox,"$16,624,456",1992
3325,Wild Safari 3D (IMAX),NWav,"$16,621,530",2005
3326,Beat Street,Orion,"$16,595,791",1984
3327,Heart and Souls,Uni.,"$16,589,540",1993
3328,That Old Feeling,Uni.,"$16,574,176",1997
3329,Shocker,Uni.,"$16,554,699",1989
3330,The Perfect Man,Uni.,"$16,535,005",2005
3331,Original Sin,MGM,"$16,534,221",2001
3332,Krull,Col.,"$16,519,460",1983
3333,Eye of the Beholder,Dest.,"$16,500,786",2000
3334,Trainspotting,Mira.,"$16,491,080",1996
3335,Terminal Velocity,BV,"$16,487,349",1994
3336,Spacehunter: Adventures in the Forbidden Zone,Col.,"$16,478,265",1983
3337,The Hitcher (2007),Rog.,"$16,472,961",2007
3338,Monkey Trouble,NL,"$16,453,258",1994
3339,Breaking Away,Fox,"$16,424,918",1979
3340,"New York, New York",UA,"$16,400,000",1977
3341,Return from Witch Mountain,BV,"$16,393,000",1978
3342,Elizabeth: The Golden Age,Uni.,"$16,383,509",2007
3343,The Master,Wein.,"$16,377,274",2012
3344,Defending Your Life,WB,"$16,371,128",1991
3345,Sergeant York,WB,"$16,361,885",1941
3346,White Oleander,WB,"$16,357,770",2002
3347,Burglar,WB,"$16,337,355",1987
3348,The Whole Ten Yards,WB,"$16,328,471",2004
3349,Tales From the Darkside: The Movie,Par.,"$16,324,573",1990
3350,A Simple Plan,Par.,"$16,316,273",1998
3351,Young Adult,Par.,"$16,311,571",2011
3352,An American Haunting,Free,"$16,298,046",2006
3353,Howard the Duck,Uni.,"$16,295,774",1986
3354,21 Grams,Focus,"$16,290,476",2003
3355,Swing Vote,BV,"$16,289,867",2008
3356,Chances Are,TriS,"$16,278,590",1989
3357,The Hunter,Par.,"$16,274,150",1980
3358,Black Christmas (2006),MGM/W,"$16,273,581",2006
3359,Supercop,Mira.,"$16,270,600",1996
3360,Crossing Delancey,WB,"$16,262,415",1988
3361,Men at Work,Triu,"$16,247,964",1990
3362,Fire Down Below,WB,"$16,228,448",1997
3363,Raw Deal,DEG,"$16,209,459",1986
3364,Jennifer's Body,Fox,"$16,204,793",2009
3365,Above the Rim,NL,"$16,192,320",1994
3366,Wolf Creek,W/Dim.,"$16,188,180",2005
3367,I Love You to Death,TriS,"$16,186,793",1990
3368,Begin Again,Wein.,"$16,170,632",2014
3369,Richard Pryor: Here and Now,Col.,"$16,156,776",1983
3370,Mo' Better Blues,Uni.,"$16,153,593",1990
3371,Devil in a Blue Dress,Sony,"$16,140,822",1995
3372,Vanity Fair,Focus,"$16,136,476",2004
3373,D.C. Cab,Uni.,"$16,134,627",1983
3374,Jobs,ORF,"$16,131,410",2013
3375,Waiting...,Lions,"$16,124,543",2005
3376,Imagine That,Par.,"$16,123,323",2009
3377,"Bright Lights, Big City",UA,"$16,118,077",1988
3378,Death Wish 3,Can.,"$16,116,878",1985
3379,The Prophecy,Dim.,"$16,115,878",1995
3380,Fruitvale Station,Wein.,"$16,101,339",2013
3381,Death Wish II,Film,"$16,100,000",1982
3382,The Getaway (1994),Uni.,"$16,094,974",1994
3383,No Holds Barred,NL,"$16,093,651",1989
3384,A Midsummer Night's Dream,FoxS,"$16,071,990",1999
3385,Dr. No,UA,"$16,067,035",1963
3386,Over the Top,WB,"$16,057,580",1987
3387,Adventureland,Mira.,"$16,044,025",2009
3388,Kung Pow! Enter the Fist,Fox,"$16,037,962",2002
3389,She's Having a Baby,Par.,"$16,031,707",1988
3390,O,Lions,"$16,025,437",2001
3391,Across the Sea of Time (IMAX),SPC,"$16,015,639",1995
3392,The Raven,Rela.,"$16,008,272",2012
3393,Confessions of a Dangerous Mind,Mira.,"$16,007,718",2002
3394,The Devil and Max Devlin,BV,"$16,000,000",1981
3395,Armored,SGem,"$15,988,876",2009
3396,Tyler Perry's The Single Moms Club,LGF,"$15,973,881",2014
3397,Caveman,MGM,"$15,965,924",1981
3398,Marie Antoinette,Sony,"$15,962,471",2006
3399,Armed and Dangerous,Col.,"$15,945,534",1986
3400,Next of Kin,WB,"$15,942,628",1989
3401,Jason Goes to Hell: The Final Friday,NL,"$15,935,068",1993
3402,Hero at Large,MGM,"$15,934,737",1980
3403,Thomas and the Magic Railroad,Dest.,"$15,933,506",2000
3404,Dance with Me,Sony,"$15,923,122",1998
3405,Far From Heaven,Focus,"$15,901,849",2002
3406,Gorky Park,Orion,"$15,856,028",1983
3407,Masquerade,MGM,"$15,855,828",1988
3408,Devil's Due,Fox,"$15,821,461",2014
3409,The Kite Runner,ParV,"$15,800,078",2007
3410,The Long Riders,UA,"$15,795,189",1980
3411,Kiss Me Goodbye,Fox,"$15,782,759",1982
3412,The Gospel,SGem,"$15,778,152",2005
3413,Black Sunday,Par.,"$15,769,322",1977
3414,3000 Miles to Graceland,WB,"$15,749,959",2001
3415,Avalon,Triu,"$15,740,796",1990
3416,Pride & Glory,WB (NL),"$15,740,721",2008
3417,Wishmaster,Live,"$15,738,769",1997
3418,The Island (1980),Uni.,"$15,716,828",1980
3419,Paparazzi,Fox,"$15,714,234",2004
3420,Leviathan,MGM,"$15,704,614",1989
3421,Once Is Not Enough,Par.,"$15,700,729",1975
3422,High Plains Drifter,Uni.,"$15,700,000",1973
3423,The Bonfire of the Vanities,WB,"$15,691,192",1990
3424,Superman IV: The Quest for Peace,WB,"$15,681,020",1987
3425,Larry the Cable Guy: Health Inspector,LGF,"$15,680,099",2006
3426,Life as a House,NL,"$15,667,270",2001
3427,Revenge,Col.,"$15,645,616",1990
3428,The Man with the Iron Fists,Uni.,"$15,634,090",2012
3429,Cirque du Soleil: Journey of Man (IMAX),SPC,"$15,627,434",2000
3430,Loser,Sony,"$15,618,626",2000
3431,View from the Top,Mira.,"$15,614,000",2003
3432,Happily N'Ever After,LGF,"$15,589,393",2007
3433,Continental Divide,Uni.,"$15,578,237",1981
3434,Half Past Dead,Sony,"$15,567,860",2002
3435,Billy Bathgate,BV,"$15,565,363",1991
3436,Highlander 2: The Quickening,Istr,"$15,556,340",1991
3437,Shackleton's Antarctic Adventure (IMAX),WGB.,"$15,553,324",2001
3438,My Boss's Daughter,Dim.,"$15,550,605",2003
3439,Switch,WB,"$15,545,943",1991
3440,A Guy Thing,MGM,"$15,545,431",2003
3441,Cheech & Chong Still Smokin',Par.,"$15,543,710",1983
3442,The Ghost Writer,Sum.,"$15,541,549",2010
3443,All the Pretty Horses,Mira.,"$15,540,353",2000
3444,In America,FoxS,"$15,539,656",2003
3445,Catch and Release,Sony,"$15,539,051",2007
3446,A Perfect Getaway,Uni.,"$15,515,460",2009
3447,Corvette Summer,MGM,"$15,514,367",1978
3448,Drowning Mona,Dest.,"$15,506,764",2000
3449,Legend,Uni.,"$15,502,112",1986
3450,Mad Love,BV,"$15,453,274",1995
3451,Youngblood,UA,"$15,448,384",1986
3452,Rocket Man,BV,"$15,448,043",1997
3453,Reversal of Fortune,WB,"$15,445,131",1990
3454,A Kiss Before Dying,Uni.,"$15,429,177",1991
3455,African Cats,BV,"$15,428,747",2011
3456,Wrong Turn,Fox,"$15,418,790",2003
3457,Mr. Destiny,BV,"$15,379,253",1990
3458,Spaced Invaders,BV,"$15,369,573",1990
3459,She-Devil,Orion,"$15,351,421",1989
3460,No Escape,Sav.,"$15,339,030",1994
3461,The Greatest Game Ever Played,BV,"$15,337,393",2005
3462,Bait,WB,"$15,325,127",2000
3463,About Time,Uni.,"$15,322,921",2013
3464,Jackie Chan's First Strike,NL,"$15,318,863",1997
3465,Stephen King's Thinner,Par.,"$15,315,484",1996
3466,Alpha Dog,Uni.,"$15,309,602",2007
3467,Bangkok Dangerous,LGF,"$15,298,133",2008
3468,Hair,MGM,"$15,284,643",1979
3469,Youth in Revolt,W/Dim.,"$15,281,286",2010
3470,Quick Change,WB,"$15,260,154",1990
3471,Bad Girls,Fox,"$15,240,435",1994
3472,The Madness of King George,Gold.,"$15,238,689",1994
3473,Dungeons & Dragons,NL,"$15,220,685",2000
3474,First Family,WB,"$15,198,912",1980
3475,Needful Things,Col.,"$15,185,672",1993
3476,The Last Exorcism Part II,CBS,"$15,179,302",2013
3477,Grease 2,Par.,"$15,171,476",1982
3478,The Corruptor,NL,"$15,164,492",1999
3479,Pure Country,WB,"$15,164,458",1992
3480,And So It Goes,CE,"$15,160,801",2014
3481,Flowers in the Attic,NW,"$15,151,736",1987
3482,Arthur and the Invisibles,MGM/W,"$15,132,763",2006
3483,"The Goods: Live Hard, Sell Hard",ParV,"$15,122,676",2009
3484,Big Top Pee-Wee,Par.,"$15,122,324",1988
3485,Muriel's Wedding,Mira.,"$15,119,639",1995
3486,Halloween: The Curse of Michael Myers,Dim.,"$15,116,634",1995
3487,Shipwrecked,BV,"$15,104,156",1991
3488,Breakin' 2: Electric Boogaloo,TriS,"$15,101,131",1984
3489,The Adventures of Pinocchio,NL,"$15,094,530",1996
3490,Ponyo,BV,"$15,090,399",2009
3491,The Invasion,WB,"$15,074,191",2007
3492,Toy Soldiers,TriS,"$15,073,942",1991
3493,American Psycho,Lions,"$15,070,285",2000
3494,Dead Man on Campus,Par.,"$15,064,946",1998
3495,King Solomon's Mines,Can.,"$15,057,465",1985
3496,Twilight (1998),Par.,"$15,055,091",1998
3497,Wings of Courage (IMAX),SPC,"$15,054,636",1995
3498,The Box,WB,"$15,051,977",2009
3499,See No Evil,LGF,"$15,032,800",2006
3500,Killing Them Softly,Wein.,"$15,026,056",2012
3501,Seven Psychopaths,CBS,"$15,024,049",2012
3502,More American Graffiti,Uni.,"$15,014,674",1979
3503,Judy Moody and the NOT Bummer Summer,Rela.,"$15,013,650",2011
3504,Madonna: Truth or Dare,Mira.,"$15,012,935",1991
3505,The Cave,SGem,"$15,007,991",2005
3506,Lions for Lambs,UA,"$15,002,854",2007
3507,For a Few Dollars More,UA,"$15,000,000",1967
3508,The Next Best Thing,Par.,"$14,990,582",2000
3509,Solaris,Fox,"$14,973,382",2002
3510,Baby: Secret of the Lost Legend,BV,"$14,972,297",1985
3511,Get Carter,WB,"$14,967,182",2000
3512,Child's Play 3,Uni.,"$14,960,255",1991
3513,Kiss of Death,Fox,"$14,942,422",1995
3514,Monty Python's The Meaning of Life,Uni.,"$14,929,552",1983
3515,The Night the Lights Went Out in Georgia,AVCO,"$14,923,752",1981
3516,The Commitments,Fox,"$14,919,570",1991
3517,Nighthawks,Uni.,"$14,905,359",1981
3518,Indian Summer,BV,"$14,904,910",1993
3519,Step Up All In,LG/S,"$14,904,384",2014
3520,Election,Par.,"$14,902,041",1999
3521,Last Chance Harvey,Over.,"$14,889,042",2008
3522,S.O.B.,Par.,"$14,867,086",1981
